taxonomy	simpleName	Source	Target	Type	Weight	estimate_direction
Bdellovibrionia; Bacteriovoracaceae	tryptophan	36	87	Undirected	2	0.5
Bdellovibrionia; Bacteriovoracaceae	histidine	36	90	Undirected	1	0.5
Bdellovibrionia; Bacteriovoracaceae	histidine	36	91	Undirected	3	0.5
Bdellovibrionia; Bacteriovoracaceae	alanine	36	100	Undirected	1	0.5
Bdellovibrionia; Bacteriovoracaceae	alanine	36	101	Undirected	3	0.5
Bdellovibrionia; Bacteriovoracaceae	threonine	36	118	Undirected	1	0.5
Bdellovibrionia; Bacteriovoracaceae	threonine	36	119	Undirected	3	0.5
Bdellovibrionia; Bacteriovoracaceae	valine	36	122	Undirected	1	0.5
Bdellovibrionia; Bacteriovoracaceae	valine	36	123	Undirected	2	0.5
Bdellovibrionia; OM27 clade	kynurenine	37	78	Undirected	2	-0.5
Bdellovibrionia; OM27 clade	kynurenine	37	79	Undirected	1	-0.5
Bdellovibrionia; OM27 clade	kynurenine	37	80	Undirected	3	-0.5
Bdellovibrionia; OM27 clade	uridine	38	135	Undirected	1	0.5
Bdellovibrionia; OM27 clade	ciliatine	37	139	Undirected	1	-0.5
Bdellovibrionia; OM27 clade	sn-glycerol 3-phosphate	37	158	Undirected	1	-0.5
Bdellovibrionia; OM27 clade	sn-glycerol 3-phosphate	37	159	Undirected	2	-0.5
Cyanobacteria; Cyanobiaceae	glutamic acid	39	146	Undirected	1	0.5
Cyanobacteria; Cyanobiaceae	arginine	39	149	Undirected	1	0.5
Cyanobacteria; Cyanobiaceae	5'UMP	39	157	Undirected	1	0.5
Cyanobacteria; Synechococcus CC9902	taurine	40	138	Undirected	1	0.5
Desulfuromonadia; Bradymonadales	sarcosine	41	152	Undirected	2	0.5
Desulfuromonadia; Bradymonadales	sarcosine	41	153	Undirected	1	0.5
Gammaproteobacteria; Acinetobacter	putrescine 2	42	71	Undirected	1	-0.5
Gammaproteobacteria; Acinetobacter	putrescine 2	42	72	Undirected	2	-0.5
Gammaproteobacteria; Delftia	uridine	43	135	Undirected	1	0.5
Gammaproteobacteria; Delftia	glutamic acid	43	146	Undirected	1	0.5
Gammaproteobacteria; Halomonas	taurine	44	138	Undirected	1	0.5
Gammaproteobacteria; MWH-UniP1 aquatic group	alanine	45	98	Undirected	1	-0.5
Gammaproteobacteria; MWH-UniP1 aquatic group	alanine	45	99	Undirected	2	-0.5
Gammaproteobacteria; MWH-UniP1 aquatic group	threonine	45	116	Undirected	1	-0.5
Gammaproteobacteria; MWH-UniP1 aquatic group	threonine	45	117	Undirected	2	-0.5
Gammaproteobacteria; MWH-UniP1 aquatic group	valine	45	120	Undirected	1	-0.5
Gammaproteobacteria; MWH-UniP1 aquatic group	valine	45	121	Undirected	2	-0.5
Gammaproteobacteria; OM60(NOR5) clade	asparagine	46	74	Undirected	1	-0.5
Gammaproteobacteria; OM60(NOR5) clade	asparagine	47	74	Undirected	1	-0.5
Gammaproteobacteria; OM60(NOR5) clade	cysteine 2	46	132	Undirected	1	-0.5
Gammaproteobacteria; OM60(NOR5) clade	cysteine 2	47	132	Undirected	1	-0.5
Gammaproteobacteria; OM60(NOR5) clade	taurine	46	136	Undirected	1	-0.5
Gammaproteobacteria; OM60(NOR5) clade	taurine	46	137	Undirected	2	-0.5
Gammaproteobacteria; OM60(NOR5) clade	taurine	47	136	Undirected	1	-0.5
Gammaproteobacteria; OM60(NOR5) clade	taurine	47	137	Undirected	2	-0.5
Gammaproteobacteria; OM60(NOR5) clade	glutamine	46	142	Undirected	1	-0.5
Gammaproteobacteria; OM60(NOR5) clade	glutamine	46	143	Undirected	3	-0.5
Gammaproteobacteria; OM60(NOR5) clade	glutamine	47	142	Undirected	1	-0.5
Gammaproteobacteria; OM60(NOR5) clade	glutamine	47	143	Undirected	3	-0.5
